,time,MISO,MOSI
756,0,0xff,0x31
757,0,0xff,0x5d
758,0,0xff,0xd2
759,0,0xff,0x3a
760,0,0xff,0x86
761,0,0xff,0xeb
762,0,0xff,0xad
763,0,0xff,0x20
764,0,0xff,0x08
765,0,0xff,0x38
766,0,0xff,0xa9
767,0,0xff,0x56
768,0,0xff,0x2a
769,0,0xff,0xb2
770,0,0xff,0xdf
771,0,0xff,0x1d
772,0,0xff,0xaf
773,0,0xff,0x95
774,0,0xff,0x40
775,0,0xff,0x5a
776,0,0xff,0x10
777,0,0xff,0x34
778,0,0xff,0x5c
779,0,0xff,0xc2
780,0,0xff,0xfe
781,0,0xff,0x0a
782,0,0xff,0xf9
783,0,0xff,0x4d
784,0,0xff,0x12
785,0,0xff,0xf4
786,0,0xff,0x31
787,0,0xff,0xb3
788,0,0xff,0xc9
789,0,0xff,0x3a
790,0,0xff,0x59
791,0,0xff,0x6f
792,0,0xff,0xea
793,0,0xff,0x1c
794,0,0xff,0x43
795,0,0xff,0x14
796,0,0xff,0x77
797,0,0xff,0xda
798,0,0xff,0xd1
799,0,0xff,0xa4
800,0,0xff,0x67
801,0,0xff,0x2a
802,0,0xff,0x60
803,0,0xff,0x04
804,0,0xff,0xda
805,0,0xff,0x32
806,0,0xff,0x70
807,0,0xff,0x76
808,0,0xff,0x83
809,0,0xff,0x0c
810,0,0xff,0x5a
811,0,0xff,0x05
812,0,0xff,0x44
813,0,0xff,0x65
814,0,0xff,0xf1
815,0,0xff,0x7e
816,0,0xff,0x09
817,0,0xff,0x09
818,0,0xff,0xd3
819,0,0xff,0x0f
820,0,0xff,0x7a
821,0,0xff,0xc2
822,0,0xff,0x0b
823,0,0xff,0x4b
824,0,0xff,0xed
825,0,0xff,0x0e
826,0,0xff,0xc6
827,0,0xff,0xb0
828,0,0xff,0xc9
829,0,0xff,0x11
830,0,0xff,0x86
831,0,0xff,0xff
832,0,0xff,0x3d
833,0,0xff,0x3e
834,0,0xff,0x62
835,0,0xff,0x55
836,0,0xff,0x7a
837,0,0xff,0xfc
838,0,0xff,0x2e
839,0,0xff,0x2a
840,0,0xff,0xbb
841,0,0xff,0xe6
842,0,0xff,0x0a
843,0,0xff,0xac
844,0,0xff,0xec
845,0,0xff,0x92
846,0,0xff,0x6a
847,0,0xff,0x12
848,0,0xff,0xf1
849,0,0xff,0x61
850,0,0xff,0x1a
851,0,0xff,0x1e
852,0,0xff,0x6f
853,0,0xff,0x84
854,0,0xff,0x3d
855,0,0xff,0xc3
856,0,0xff,0xa4
857,0,0xff,0xf8
858,0,0xff,0xbb
859,0,0xff,0x9d
860,0,0xff,0x8d
861,0,0xff,0x65
862,0,0xff,0xbd
863,0,0xff,0xfd
864,0,0xff,0xfa
865,0,0xff,0xf9
866,0,0xff,0xd3
867,0,0xff,0x42
868,0,0xff,0x10
869,0,0xff,0xa9
870,0,0xff,0x96
871,0,0xff,0xe0
872,0,0xff,0x44
873,0,0xff,0x1d
874,0,0xff,0xb3
875,0,0xff,0xab
876,0,0xff,0x1e
877,0,0xff,0x88
878,0,0xff,0x23
879,0,0xff,0xc8
880,0,0xff,0x82
881,0,0xff,0x17
882,0,0xff,0xe8
883,0,0xff,0x3e
884,0,0xff,0xeb
885,0,0xff,0xfa
886,0,0xff,0x66
887,0,0xff,0x78
888,0,0xff,0x89
889,0,0xff,0xb9
890,0,0xff,0x1f
891,0,0xff,0x39
892,0,0xff,0xd4
893,0,0xff,0xa6
894,0,0xff,0x3c
895,0,0xff,0x37
896,0,0xff,0x4e
897,0,0xff,0x9b
898,0,0xff,0x74
899,0,0xff,0xe4
900,0,0xff,0xbd
901,0,0xff,0x68
902,0,0xff,0x68
903,0,0xff,0xa6
904,0,0xff,0xcc
905,0,0xff,0xf5
906,0,0xff,0x32
907,0,0xff,0x24
908,0,0xff,0x3b
909,0,0xff,0x69
910,0,0xff,0x56
911,0,0xff,0x9c
912,0,0xff,0x10
913,0,0xff,0x10
914,0,0xff,0x62
915,0,0xff,0x44
916,0,0xff,0x4e
917,0,0xff,0x71
918,0,0xff,0xba
919,0,0xff,0x66
920,0,0xff,0x18
921,0,0xff,0xbb
922,0,0xff,0xd0
923,0,0xff,0x45
924,0,0xff,0x2d
925,0,0xff,0x87
926,0,0xff,0xc6
927,0,0xff,0xd8
928,0,0xff,0xbc
929,0,0xff,0x8f
930,0,0xff,0x91
931,0,0xff,0x97
932,0,0xff,0x9e
933,0,0xff,0xdf
934,0,0xff,0x72
935,0,0xff,0x06
936,0,0xff,0xe2
937,0,0xff,0x33
938,0,0xff,0xf4
939,0,0xff,0x3d
940,0,0xff,0x14
941,0,0xff,0xf9
942,0,0xff,0x11
943,0,0xff,0xc3
944,0,0xff,0xc9
945,0,0xff,0x66
946,0,0xff,0x27
947,0,0xff,0xe9
948,0,0xff,0x50
949,0,0xff,0x12
950,0,0xff,0x2e
951,0,0xff,0xfb
952,0,0xff,0x78
953,0,0xff,0x01
954,0,0xff,0x6e
955,0,0xff,0xde
956,0,0xff,0xba
957,0,0xff,0x61
958,0,0xff,0x1f
959,0,0xff,0xff
960,0,0xff,0x45
961,0,0xff,0xbd
962,0,0xff,0x5f
963,0,0xff,0xe7
964,0,0xff,0x90
965,0,0xff,0x47
966,0,0xff,0xa8
967,0,0xff,0xfa
968,0,0xff,0x85
969,0,0xff,0x96
970,0,0xff,0x46
971,0,0xff,0xcd
972,0,0xff,0x4d
973,0,0xff,0xa6
974,0,0xff,0xbc
975,0,0xff,0xa0
976,0,0xff,0xfe
977,0,0xff,0xbc
978,0,0xff,0x32
979,0,0xff,0x83
980,0,0xff,0x08
981,0,0xff,0x14
982,0,0xff,0xdb
983,0,0xff,0xba
984,0,0xff,0x50
985,0,0xff,0x6d
986,0,0xff,0xb2
987,0,0xff,0x85
988,0,0xff,0x47
989,0,0xff,0x25
990,0,0xff,0xb0
991,0,0xff,0x6d
992,0,0xff,0x49
993,0,0xff,0x58
994,0,0xff,0x84
995,0,0xff,0xa0
996,0,0xff,0x1d
997,0,0xff,0x81
998,0,0xff,0xe4
999,0,0xff,0x50
1000,0,0xff,0x25
1001,0,0xff,0xb8
1002,0,0xff,0xf2
1003,0,0xff,0x96
1004,0,0xff,0x81
1005,0,0xff,0xce
1006,0,0xff,0xe8
1007,0,0xff,0x97
1008,0,0xff,0x7c
1009,0,0xff,0xb2
1010,0,0xff,0x61
1011,0,0xff,0xff
1012,0,0xff,0x4f
1013,0,0xff,0x28
1014,0,0xff,0x05
1015,0,0xff,0xb0
1016,0,0xff,0x19
1017,0,0xff,0xfa
1018,0,0xff,0x34
1019,0,0xff,0x65
1020,0,0xff,0x51
1021,0,0xff,0x82
1022,0,0xff,0x36
1023,0,0xff,0xa3
1024,0,0xff,0xaf
1025,0,0xff,0x88
1026,0,0xff,0x55
1027,0,0xff,0x4b
1028,0,0xff,0x08
1029,0,0xff,0xa5
1030,0,0xff,0xcc
1031,0,0xff,0x80
1032,0,0xff,0xac
1033,0,0xff,0x65
1034,0,0xff,0x02
1035,0,0xff,0xf6
1036,0,0xff,0xf7
1037,0,0xff,0x38
1038,0,0xff,0x25
1039,0,0xff,0xcf
1040,0,0xff,0x3b
1041,0,0xff,0x5a
1042,0,0xff,0xc3
1043,0,0xff,0x3e
1044,0,0xff,0xfc
1045,0,0xff,0x15
1046,0,0xff,0x4f
1047,0,0xff,0xec
1048,0,0xff,0x80
1049,0,0xff,0xeb
1050,0,0xff,0x00
1051,0,0xff,0xff
1052,0,0xff,0xff
1053,0,0x40,0xff
1054,0,0xff,0xff
1055,0,0xff,0xff
1056,0,0xff,0x58
1057,0,0xff,0x8b
1058,0,0xff,0x66
1059,0,0xff,0x0b
1060,0,0xff,0xa1
1061,0,0xff,0x00
1062,0,0xff,0xff
1063,0,0xff,0xff
1064,0,0x00,0xff
1065,0,0xff,0xff
1066,0,0xff,0xfe
1067,0,0xff,0x67
1068,0,0xff,0x5a
1069,0,0xff,0xd4
1070,0,0xff,0x4e
1071,0,0xff,0xee
1072,0,0xff,0x84
1073,0,0xff,0x36
1074,0,0xff,0xbf
1075,0,0xff,0xde
1076,0,0xff,0x27
1077,0,0xff,0x8d
1078,0,0xff,0xef
1079,0,0xff,0x3f
1080,0,0xff,0x59
1081,0,0xff,0x0b
1082,0,0xff,0xc2
1083,0,0xff,0x66
1084,0,0xff,0x9e
1085,0,0xff,0xe2
1086,0,0xff,0x4c
1087,0,0xff,0xd7
1088,0,0xff,0x93
1089,0,0xff,0x30
1090,0,0xff,0xc7
1091,0,0xff,0x41
1092,0,0xff,0xbd
1093,0,0xff,0x13
1094,0,0xff,0xdb
1095,0,0xff,0xce
1096,0,0xff,0x17
1097,0,0xff,0x00
1098,0,0xff,0xdf
1099,0,0xff,0x56
1100,0,0xff,0x65
1101,0,0xff,0x60
1102,0,0xff,0xda
1103,0,0xff,0xc7
1104,0,0xff,0x81
1105,0,0xff,0x54
